FARM_ID,MSRM_DT,AREA_NM,AREA_TPRT,AREA_HMDT,AREA_WDSP,EXTN_TPRT,EXTN_WDSP,EXTN_SRQT,SHPMN_QTY
GBE_KRMLN_002000aa,2019-01-01 00:00:00,성주,-1.9,50,1.6,,,,
GBE_KRMLN_002000aa,2019-01-01 01:00:00,성주,-3.2,54,1.7,,,,
GBE_KRMLN_002000aa,2019-01-01 02:00:00,성주,-2.5,62,2.1,,,,
GBE_KRMLN_002000aa,2019-01-01 03:00:00,성주,-2.5,62,1.6,,,,
GBE_KRMLN_002000aa,2019-01-01 04:00:00,성주,-3.6,67,0.8,,,,
GBE_KRMLN_002000aa,2019-01-01 05:00:00,성주,-2.4,64,1.7,,,,
GBE_KRMLN_002000aa,2019-01-01 06:00:00,성주,-3.3,69,2.3,,,,
GBE_KRMLN_002000aa,2019-01-01 07:00:00,성주,-2.0,64,1.0,,,,
GBE_KRMLN_002000aa,2019-01-01 08:00:00,성주,-2.5,67,0.3,,,,
GBE_KRMLN_002000aa,2019-01-01 09:00:00,성주,-1.3,62,0.8,,,,
GBE_KRMLN_002000aa,2019-01-01 10:00:00,성주,-1.0,59,2.0,,,,
GBE_KRMLN_002000aa,2019-01-01 11:00:00,성주,-0.1,58,1.5,,,,
GBE_KRMLN_002000aa,2019-01-01 12:00:00,성주,1.6,52,1.8,,,,
GBE_KRMLN_002000aa,2019-01-01 13:00:00,성주,1.4,50,3.0,,,,
GBE_KRMLN_002000aa,2019-01-01 14:00:00,성주,1.6,54,2.8,,,,
GBE_KRMLN_002000aa,2019-01-01 15:00:00,성주,1.7,52,2.1,,,,
GBE_KRMLN_002000aa,2019-01-01 16:00:00,성주,1.7,52,2.5,,,,
GBE_KRMLN_002000aa,2019-01-01 17:00:00,성주,0.9,58,1.4,,,,
GBE_KRMLN_002000aa,2019-01-01 18:00:00,성주,0.3,59,2.5,,,,
GBE_KRMLN_002000aa,2019-01-01 19:00:00,성주,-0.6,71,1.3,,,,
GBE_KRMLN_002000aa,2019-01-01 20:00:00,성주,0.1,59,2.3,,,,
GBE_KRMLN_002000aa,2019-01-01 21:00:00,성주,-0.5,61,1.8,,,,
GBE_KRMLN_002000aa,2019-01-01 22:00:00,성주,-0.9,59,2.2,,,,
GBE_KRMLN_002000aa,2019-01-01 23:00:00,성주,-1.7,61,1.8,,,,
GBE_KRMLN_002000aa,2019-01-02 00:00:00,성주,-2.7,64,0.8,,,,
GBE_KRMLN_002000aa,2019-01-02 01:00:00,성주,-2.9,62,1.1,,,,
GBE_KRMLN_002000aa,2019-01-02 02:00:00,성주,-2.7,61,1.7,,,,
GBE_KRMLN_002000aa,2019-01-02 03:00:00,성주,-3.6,62,1.5,,,,
GBE_KRMLN_002000aa,2019-01-02 04:00:00,성주,-4.3,64,0.7,,,,
GBE_KRMLN_002000aa,2019-01-02 05:00:00,성주,-4.4,64,0.5,,,,
GBE_KRMLN_002000aa,2019-01-02 06:00:00,성주,-5.8,74,0.0,,,,
GBE_KRMLN_002000aa,2019-01-02 07:00:00,성주,-5.5,73,0.1,,,,
GBE_KRMLN_002000aa,2019-01-02 08:00:00,성주,-6.1,79,0.1,,,,
GBE_KRMLN_002000aa,2019-01-02 09:00:00,성주,-3.3,72,0.2,,,,
GBE_KRMLN_002000aa,2019-01-02 10:00:00,성주,-0.5,57,2.0,,,,
GBE_KRMLN_002000aa,2019-01-02 11:00:00,성주,0.9,49,2.1,,,,
GBE_KRMLN_002000aa,2019-01-02 12:00:00,성주,1.6,43,2.7,,,,
GBE_KRMLN_002000aa,2019-01-02 13:00:00,성주,1.9,36,2.6,,,,
GBE_KRMLN_002000aa,2019-01-02 14:00:00,성주,3.5,32,1.9,,,,
GBE_KRMLN_002000aa,2019-01-02 15:00:00,성주,3.1,26,2.1,,,,
GBE_KRMLN_002000aa,2019-01-02 16:00:00,성주,2.6,27,1.8,,,,
GBE_KRMLN_002000aa,2019-01-02 17:00:00,성주,1.9,31,1.7,,,,
GBE_KRMLN_002000aa,2019-01-02 18:00:00,성주,0.4,38,0.5,,,,
GBE_KRMLN_002000aa,2019-01-02 19:00:00,성주,-1.5,49,0.6,,,,
GBE_KRMLN_002000aa,2019-01-02 20:00:00,성주,-2.4,57,0.4,,,,
GBE_KRMLN_002000aa,2019-01-02 21:00:00,성주,-3.1,62,0.5,,,,
GBE_KRMLN_002000aa,2019-01-02 22:00:00,성주,-3.8,65,0.0,,,,
GBE_KRMLN_002000aa,2019-01-02 23:00:00,성주,-3.1,60,0.8,,,,
GBE_KRMLN_002000aa,2019-01-03 00:00:00,성주,-3.5,59,0.4,,,,
GBE_KRMLN_002000aa,2019-01-03 01:00:00,성주,-2.6,48,1.2,,,,
GBE_KRMLN_002000aa,2019-01-03 02:00:00,성주,-3.8,56,1.6,,,,
GBE_KRMLN_002000aa,2019-01-03 03:00:00,성주,-4.7,63,0.7,,,,
GBE_KRMLN_002000aa,2019-01-03 04:00:00,성주,-5.8,70,0.6,,,,
GBE_KRMLN_002000aa,2019-01-03 05:00:00,성주,-5.3,71,0.8,,,,
GBE_KRMLN_002000aa,2019-01-03 06:00:00,성주,-4.6,69,0.8,,,,
GBE_KRMLN_002000aa,2019-01-03 07:00:00,성주,-5.1,73,0.9,,,,
GBE_KRMLN_002000aa,2019-01-03 08:00:00,성주,-4.2,70,2.1,,,,
GBE_KRMLN_002000aa,2019-01-03 09:00:00,성주,-2.2,65,1.3,,,,
GBE_KRMLN_002000aa,2019-01-03 10:00:00,성주,0.1,48,1.5,,,,
GBE_KRMLN_002000aa,2019-01-03 11:00:00,성주,1.0,33,1.9,,,,
GBE_KRMLN_002000aa,2019-01-03 12:00:00,성주,3.1,23,1.9,,,,
GBE_KRMLN_002000aa,2019-01-03 13:00:00,성주,4.2,18,1.9,,,,
GBE_KRMLN_002000aa,2019-01-03 14:00:00,성주,4.6,12,2.2,,,,
GBE_KRMLN_002000aa,2019-01-03 15:00:00,성주,4.9,11,1.2,,,,
GBE_KRMLN_002000aa,2019-01-03 16:00:00,성주,4.1,13,1.4,,,,
GBE_KRMLN_002000aa,2019-01-03 17:00:00,성주,2.4,21,0.5,,,,
GBE_KRMLN_002000aa,2019-01-03 18:00:00,성주,0.0,32,0.3,,,,
GBE_KRMLN_002000aa,2019-01-03 19:00:00,성주,-0.1,30,0.8,,,,
GBE_KRMLN_002000aa,2019-01-03 20:00:00,성주,-0.5,30,1.1,,,,
GBE_KRMLN_002000aa,2019-01-03 21:00:00,성주,-2.1,37,0.0,,,,
GBE_KRMLN_002000aa,2019-01-03 22:00:00,성주,-2.2,39,0.5,,,,
GBE_KRMLN_002000aa,2019-01-03 23:00:00,성주,-3.5,46,0.7,,,,
GBE_KRMLN_002000aa,2019-01-04 00:00:00,성주,-4.0,47,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 01:00:00,성주,-4.7,50,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 02:00:00,성주,-4.7,49,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 03:00:00,성주,-4.6,51,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 04:00:00,성주,-5.5,58,0.2,,,,
GBE_KRMLN_002000aa,2019-01-04 05:00:00,성주,-6.4,60,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 06:00:00,성주,-5.9,61,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 07:00:00,성주,-6.8,68,0.5,,,,
GBE_KRMLN_002000aa,2019-01-04 08:00:00,성주,-7.4,69,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 09:00:00,성주,-4.8,56,0.4,,,,
GBE_KRMLN_002000aa,2019-01-04 10:00:00,성주,-2.4,48,0.7,,,,
GBE_KRMLN_002000aa,2019-01-04 11:00:00,성주,0.1,37,0.5,,,,
GBE_KRMLN_002000aa,2019-01-04 12:00:00,성주,3.3,24,0.6,,,,
GBE_KRMLN_002000aa,2019-01-04 13:00:00,성주,4.6,20,0.6,,,,
GBE_KRMLN_002000aa,2019-01-04 14:00:00,성주,5.7,11,2.3,,,,
GBE_KRMLN_002000aa,2019-01-04 15:00:00,성주,5.9,24,2.2,,,,
GBE_KRMLN_002000aa,2019-01-04 16:00:00,성주,4.9,32,2.7,,,,
GBE_KRMLN_002000aa,2019-01-04 17:00:00,성주,4.5,38,1.2,,,,
GBE_KRMLN_002000aa,2019-01-04 18:00:00,성주,4.0,45,1.0,,,,
GBE_KRMLN_002000aa,2019-01-04 19:00:00,성주,3.9,48,0.8,,,,
GBE_KRMLN_002000aa,2019-01-04 20:00:00,성주,3.2,54,0.7,,,,
GBE_KRMLN_002000aa,2019-01-04 21:00:00,성주,1.0,64,0.2,,,,
GBE_KRMLN_002000aa,2019-01-04 22:00:00,성주,-0.1,72,0.0,,,,
GBE_KRMLN_002000aa,2019-01-04 23:00:00,성주,-1.2,74,0.1,,,,
GBE_KRMLN_002000aa,2019-01-05 00:00:00,성주,-0.8,78,0.6,,,,
GBE_KRMLN_002000aa,2019-01-05 01:00:00,성주,-0.8,77,0.0,,,,
GBE_KRMLN_002000aa,2019-01-05 02:00:00,성주,-1.2,82,0.0,,,,
GBE_KRMLN_002000aa,2019-01-05 03:00:00,성주,-1.0,85,0.0,,,,
GBE_KRMLN_002000aa,2019-01-05 04:00:00,성주,-0.9,87,0.3,,,,
GBE_KRMLN_002000aa,2019-01-05 05:00:00,성주,-1.0,86,0.1,,,,
GBE_KRMLN_002000aa,2019-01-05 06:00:00,성주,-1.3,91,0.2,,,,
GBE_KRMLN_002000aa,2019-01-05 07:00:00,성주,1.1,81,1.3,,,,
GBE_KRMLN_002000aa,2019-01-05 08:00:00,성주,1.0,78,1.1,,,,
GBE_KRMLN_002000aa,2019-01-05 09:00:00,성주,1.0,80,1.0,,,,
GBE_KRMLN_002000aa,2019-01-05 10:00:00,성주,3.3,60,1.4,,,,
GBE_KRMLN_002000aa,2019-01-05 11:00:00,성주,4.5,40,1.8,,,,
GBE_KRMLN_002000aa,2019-01-05 12:00:00,성주,5.1,36,1.9,,,,
GBE_KRMLN_002000aa,2019-01-05 13:00:00,성주,4.8,28,1.8,,,,
GBE_KRMLN_002000aa,2019-01-05 14:00:00,성주,5.4,22,1.9,,,,
GBE_KRMLN_002000aa,2019-01-05 15:00:00,성주,5.1,18,2.4,,,,
GBE_KRMLN_002000aa,2019-01-05 16:00:00,성주,4.9,17,2.0,,,,
GBE_KRMLN_002000aa,2019-01-05 17:00:00,성주,3.6,17,1.4,,,,
GBE_KRMLN_002000aa,2019-01-05 18:00:00,성주,1.5,24,1.1,,,,
GBE_KRMLN_002000aa,2019-01-05 19:00:00,성주,1.1,23,2.2,,,,
GBE_KRMLN_002000aa,2019-01-05 20:00:00,성주,-1.1,32,0.9,,,,
GBE_KRMLN_002000aa,2019-01-05 21:00:00,성주,-2.1,38,0.7,,,,
GBE_KRMLN_002000aa,2019-01-05 22:00:00,성주,-2.9,37,0.3,,,,
GBE_KRMLN_002000aa,2019-01-05 23:00:00,성주,-4.0,45,0.8,,,,
GBE_KRMLN_002000aa,2019-01-06 00:00:00,성주,-4.5,48,0.4,,,,
GBE_KRMLN_002000aa,2019-01-06 01:00:00,성주,-4.7,49,0.0,,,,
GBE_KRMLN_002000aa,2019-01-06 02:00:00,성주,-5.2,53,0.1,,,,
GBE_KRMLN_002000aa,2019-01-06 03:00:00,성주,-4.6,52,0.1,,,,
GBE_KRMLN_002000aa,2019-01-06 04:00:00,성주,-4.1,48,0.3,,,,
GBE_KRMLN_002000aa,2019-01-06 05:00:00,성주,-5.0,54,0.0,,,,
GBE_KRMLN_002000aa,2019-01-06 06:00:00,성주,-5.7,60,0.2,,,,
GBE_KRMLN_002000aa,2019-01-06 07:00:00,성주,-5.7,58,0.0,,,,
GBE_KRMLN_002000aa,2019-01-06 08:00:00,성주,-5.1,57,0.1,,,,
GBE_KRMLN_002000aa,2019-01-06 09:00:00,성주,-4.3,59,0.1,,,,
GBE_KRMLN_002000aa,2019-01-06 10:00:00,성주,-3.3,50,0.3,,,,
GBE_KRMLN_002000aa,2019-01-06 11:00:00,성주,-0.2,34,0.4,,,,
GBE_KRMLN_002000aa,2019-01-06 12:00:00,성주,1.4,30,0.4,,,,
GBE_KRMLN_002000aa,2019-01-06 13:00:00,성주,4.0,16,0.6,,,,
GBE_KRMLN_002000aa,2019-01-06 14:00:00,성주,5.3,14,1.1,,,,
GBE_KRMLN_002000aa,2019-01-06 15:00:00,성주,6.2,11,0.9,,,,
GBE_KRMLN_002000aa,2019-01-06 16:00:00,성주,5.9,10,1.5,,,,
GBE_KRMLN_002000aa,2019-01-06 17:00:00,성주,4.0,16,0.8,,,,
GBE_KRMLN_002000aa,2019-01-06 18:00:00,성주,2.7,18,1.8,,,,
GBE_KRMLN_002000aa,2019-01-06 19:00:00,성주,1.7,24,2.2,,,,
GBE_KRMLN_002000aa,2019-01-06 20:00:00,성주,1.1,28,1.7,,,,
GBE_KRMLN_002000aa,2019-01-06 21:00:00,성주,-0.8,40,0.8,,,,
GBE_KRMLN_002000aa,2019-01-06 22:00:00,성주,-2.3,46,0.2,,,,
GBE_KRMLN_002000aa,2019-01-06 23:00:00,성주,-2.1,48,0.8,,,,
GBE_KRMLN_002000aa,2019-01-07 00:00:00,성주,-3.3,54,0.2,,,,
GBE_KRMLN_002000aa,2019-01-07 01:00:00,성주,-4.0,56,0.0,,,,
GBE_KRMLN_002000aa,2019-01-07 02:00:00,성주,-4.8,60,0.0,,,,
GBE_KRMLN_002000aa,2019-01-07 03:00:00,성주,-5.4,72,0.1,,,,
GBE_KRMLN_002000aa,2019-01-07 04:00:00,성주,-4.9,71,0.8,,,,
GBE_KRMLN_002000aa,2019-01-07 05:00:00,성주,-3.4,63,1.4,,,,
GBE_KRMLN_002000aa,2019-01-07 06:00:00,성주,-2.5,56,2.2,,,,
GBE_KRMLN_002000aa,2019-01-07 07:00:00,성주,-2.2,53,1.9,,,,
GBE_KRMLN_002000aa,2019-01-07 08:00:00,성주,-2.5,56,1.6,,,,
GBE_KRMLN_002000aa,2019-01-07 09:00:00,성주,-1.7,60,1.7,,,,
GBE_KRMLN_002000aa,2019-01-07 10:00:00,성주,1.4,54,2.6,,,,
GBE_KRMLN_002000aa,2019-01-07 11:00:00,성주,2.6,43,2.0,,,,
GBE_KRMLN_002000aa,2019-01-07 12:00:00,성주,3.8,34,2.0,,,,
GBE_KRMLN_002000aa,2019-01-07 13:00:00,성주,4.9,36,2.3,,,,
GBE_KRMLN_002000aa,2019-01-07 14:00:00,성주,4.6,36,2.8,,,,
GBE_KRMLN_002000aa,2019-01-07 15:00:00,성주,5.1,35,2.3,,,,
GBE_KRMLN_002000aa,2019-01-07 16:00:00,성주,4.9,38,2.1,,,,
GBE_KRMLN_002000aa,2019-01-07 17:00:00,성주,4.1,41,1.8,,,,
GBE_KRMLN_002000aa,2019-01-07 18:00:00,성주,2.8,47,1.1,,,,
GBE_KRMLN_002000aa,2019-01-07 19:00:00,성주,2.6,47,1.5,,,,
GBE_KRMLN_002000aa,2019-01-07 20:00:00,성주,2.5,50,1.2,,,,
GBE_KRMLN_002000aa,2019-01-07 21:00:00,성주,1.7,53,2.0,,,,
GBE_KRMLN_002000aa,2019-01-07 22:00:00,성주,0.6,59,0.8,,,,
GBE_KRMLN_002000aa,2019-01-07 23:00:00,성주,0.7,60,1.1,,,,
GBE_KRMLN_002000aa,2019-01-08 00:00:00,성주,1.1,62,1.9,,,,
GBE_KRMLN_002000aa,2019-01-08 01:00:00,성주,0.8,64,1.0,,,,
GBE_KRMLN_002000aa,2019-01-08 02:00:00,성주,0.5,64,1.2,,,,
GBE_KRMLN_002000aa,2019-01-08 03:00:00,성주,0.9,69,1.5,,,,
GBE_KRMLN_002000aa,2019-01-08 04:00:00,성주,-0.4,74,0.6,,,,
GBE_KRMLN_002000aa,2019-01-08 05:00:00,성주,-1.0,78,0.7,,,,
GBE_KRMLN_002000aa,2019-01-08 06:00:00,성주,0.8,66,1.6,,,,
GBE_KRMLN_002000aa,2019-01-08 07:00:00,성주,-0.8,72,1.0,,,,
GBE_KRMLN_002000aa,2019-01-08 08:00:00,성주,-0.6,67,1.5,,,,
GBE_KRMLN_002000aa,2019-01-08 09:00:00,성주,0.1,62,1.2,,,,
GBE_KRMLN_002000aa,2019-01-08 10:00:00,성주,1.6,42,2.1,,,,
GBE_KRMLN_002000aa,2019-01-08 11:00:00,성주,2.5,38,2.8,,,,
GBE_KRMLN_002000aa,2019-01-08 12:00:00,성주,3.4,36,2.4,11.9,,,
GBE_KRMLN_002000aa,2019-01-08 13:00:00,성주,4.1,33,2.6,7.5,,,
GBE_KRMLN_002000aa,2019-01-08 14:00:00,성주,4.2,28,2.5,7.6,,,
GBE_KRMLN_002000aa,2019-01-08 15:00:00,성주,4.4,24,2.8,8.0,,,
GBE_KRMLN_002000aa,2019-01-08 16:00:00,성주,3.5,29,2.6,6.2,,,
GBE_KRMLN_002000aa,2019-01-08 17:00:00,성주,2.6,27,2.1,3.4,,,
GBE_KRMLN_002000aa,2019-01-08 18:00:00,성주,1.6,19,2.7,1.6,,,
GBE_KRMLN_002000aa,2019-01-08 19:00:00,성주,0.2,23,3.1,0.1,,,
GBE_KRMLN_002000aa,2019-01-08 20:00:00,성주,-0.7,30,1.9,-0.8,,,
GBE_KRMLN_002000aa,2019-01-08 21:00:00,성주,-1.0,39,1.7,-1.1,,,
GBE_KRMLN_002000aa,2019-01-08 22:00:00,성주,-0.9,44,3.1,-1.5,,,
GBE_KRMLN_002000aa,2019-01-08 23:00:00,성주,-1.7,48,1.4,-2.3,,,
GBE_KRMLN_002000aa,2019-01-09 00:00:00,성주,-2.6,44,2.4,,,,
GBE_KRMLN_002000aa,2019-01-09 01:00:00,성주,-3.4,38,1.8,,,,
GBE_KRMLN_002000aa,2019-01-09 02:00:00,성주,-3.8,35,1.4,,,,
GBE_KRMLN_002000aa,2019-01-09 03:00:00,성주,-4.2,31,2.9,,,,
GBE_KRMLN_002000aa,2019-01-09 04:00:00,성주,-4.8,34,1.9,,,,
GBE_KRMLN_002000aa,2019-01-09 05:00:00,성주,-5.2,37,1.3,,,,
GBE_KRMLN_002000aa,2019-01-09 06:00:00,성주,-6.0,43,0.9,,,,
GBE_KRMLN_002000aa,2019-01-09 07:00:00,성주,-6.8,45,1.7,,,,
GBE_KRMLN_002000aa,2019-01-09 08:00:00,성주,-6.6,44,1.1,,,,
GBE_KRMLN_002000aa,2019-01-09 09:00:00,성주,-5.2,42,1.0,,,,
GBE_KRMLN_002000aa,2019-01-09 10:00:00,성주,-3.2,32,1.1,,,,
GBE_KRMLN_002000aa,2019-01-09 11:00:00,성주,-2.3,31,0.7,,,,
GBE_KRMLN_002000aa,2019-01-09 12:00:00,성주,-0.6,24,1.0,,,,
GBE_KRMLN_002000aa,2019-01-09 13:00:00,성주,1.1,24,0.7,,,,
GBE_KRMLN_002000aa,2019-01-09 14:00:00,성주,0.8,28,0.5,,,,
GBE_KRMLN_002000aa,2019-01-09 15:00:00,성주,1.6,27,0.4,,,,
GBE_KRMLN_002000aa,2019-01-09 16:00:00,성주,2.2,27,0.2,,,,
GBE_KRMLN_002000aa,2019-01-09 17:00:00,성주,1.9,30,0.4,,,,
GBE_KRMLN_002000aa,2019-01-09 18:00:00,성주,-0.5,39,0.1,,,,
GBE_KRMLN_002000aa,2019-01-09 19:00:00,성주,-1.6,46,0.4,,,,
GBE_KRMLN_002000aa,2019-01-09 20:00:00,성주,-2.5,51,0.9,,,,
GBE_KRMLN_002000aa,2019-01-09 21:00:00,성주,-3.1,54,0.7,,,,
GBE_KRMLN_002000aa,2019-01-09 22:00:00,성주,-4.1,58,0.7,,,,
GBE_KRMLN_002000aa,2019-01-09 23:00:00,성주,-3.5,56,0.0,,,,
GBE_KRMLN_002000aa,2019-01-10 00:00:00,성주,-3.2,59,0.2,-2.7,,,
GBE_KRMLN_002000aa,2019-01-10 01:00:00,성주,-3.6,58,0.0,-3.1,,,
GBE_KRMLN_002000aa,2019-01-10 02:00:00,성주,-3.8,60,0.0,-4.0,,,
GBE_KRMLN_002000aa,2019-01-10 03:00:00,성주,-3.7,61,0.5,-4.8,,,
GBE_KRMLN_002000aa,2019-01-10 04:00:00,성주,-3.3,59,0.3,-6.6,,,
GBE_KRMLN_002000aa,2019-01-10 05:00:00,성주,-2.7,58,0.2,-8.2,,,
GBE_KRMLN_002000aa,2019-01-10 06:00:00,성주,-2.5,58,0.1,-7.5,,,
GBE_KRMLN_002000aa,2019-01-10 07:00:00,성주,-1.7,54,0.9,-9.1,,,
GBE_KRMLN_002000aa,2019-01-10 08:00:00,성주,0.3,26,1.5,-9.8,,,
GBE_KRMLN_002000aa,2019-01-10 09:00:00,성주,0.8,25,2.1,-8.8,,,
GBE_KRMLN_002000aa,2019-01-10 10:00:00,성주,2.0,12,2.3,-2.8,,,
GBE_KRMLN_002000aa,2019-01-10 11:00:00,성주,3.0,14,2.5,1.1,,,
GBE_KRMLN_002000aa,2019-01-10 12:00:00,성주,3.1,20,2.3,3.1,,,
GBE_KRMLN_002000aa,2019-01-10 13:00:00,성주,4.1,25,2.2,6.2,,,
GBE_KRMLN_002000aa,2019-01-10 14:00:00,성주,5.3,32,3.0,4.2,,,
GBE_KRMLN_002000aa,2019-01-10 15:00:00,성주,5.1,42,2.4,5.1,,,
GBE_KRMLN_002000aa,2019-01-10 16:00:00,성주,3.8,54,2.5,4.5,,,
GBE_KRMLN_002000aa,2019-01-10 17:00:00,성주,3.5,58,2.0,4.6,,,
GBE_KRMLN_002000aa,2019-01-10 18:00:00,성주,2.5,61,1.4,0.4,,,
GBE_KRMLN_002000aa,2019-01-10 19:00:00,성주,1.7,64,1.2,-2.9,,,
GBE_KRMLN_002000aa,2019-01-10 20:00:00,성주,1.9,65,2.8,-4.8,,,
GBE_KRMLN_002000aa,2019-01-10 21:00:00,성주,1.3,68,2.1,-6.2,,,
GBE_KRMLN_002000aa,2019-01-10 22:00:00,성주,-0.2,76,0.6,-7.0,,,
GBE_KRMLN_002000aa,2019-01-10 23:00:00,성주,-0.2,76,1.1,-7.1,,,
GBE_KRMLN_002000aa,2019-01-11 00:00:00,성주,-0.5,80,1.0,,,,
GBE_KRMLN_002000aa,2019-01-11 01:00:00,성주,0.0,79,0.5,,,,
GBE_KRMLN_002000aa,2019-01-11 02:00:00,성주,-0.5,79,2.1,,,,
GBE_KRMLN_002000aa,2019-01-11 03:00:00,성주,-0.3,79,1.5,,,,
GBE_KRMLN_002000aa,2019-01-11 04:00:00,성주,-1.5,83,0.4,,,,
GBE_KRMLN_002000aa,2019-01-11 05:00:00,성주,-2.5,89,0.4,,,,
GBE_KRMLN_002000aa,2019-01-11 06:00:00,성주,-2.8,91,0.2,,,,
GBE_KRMLN_002000aa,2019-01-11 07:00:00,성주,-2.9,91,0.5,,,,
GBE_KRMLN_002000aa,2019-01-11 08:00:00,성주,-2.8,92,0.0,,,,
GBE_KRMLN_002000aa,2019-01-11 09:00:00,성주,-1.0,89,0.2,,,,
GBE_KRMLN_002000aa,2019-01-11 10:00:00,성주,1.5,72,0.2,,,,
GBE_KRMLN_002000aa,2019-01-11 11:00:00,성주,3.5,61,0.4,,,,
GBE_KRMLN_002000aa,2019-01-11 12:00:00,성주,4.8,53,0.2,,,,
GBE_KRMLN_002000aa,2019-01-11 13:00:00,성주,5.8,47,1.2,,,,
GBE_KRMLN_002000aa,2019-01-11 14:00:00,성주,6.6,44,0.6,,,,
GBE_KRMLN_002000aa,2019-01-11 15:00:00,성주,7.1,42,0.5,,,,
GBE_KRMLN_002000aa,2019-01-11 16:00:00,성주,7.3,42,0.5,,,,
GBE_KRMLN_002000aa,2019-01-11 17:00:00,성주,5.9,48,0.9,,,,
GBE_KRMLN_002000aa,2019-01-11 18:00:00,성주,3.8,58,0.1,,,,
GBE_KRMLN_002000aa,2019-01-11 19:00:00,성주,3.3,62,0.8,,,,
GBE_KRMLN_002000aa,2019-01-11 20:00:00,성주,2.9,64,0.4,,,,
GBE_KRMLN_002000aa,2019-01-11 21:00:00,성주,2.1,71,1.2,,,,
GBE_KRMLN_002000aa,2019-01-11 22:00:00,성주,2.3,70,0.2,,,,
GBE_KRMLN_002000aa,2019-01-11 23:00:00,성주,2.6,70,0.1,,,,
GBE_KRMLN_002000aa,2019-01-12 00:00:00,성주,2.7,70,0.3,-6.1,,,
GBE_KRMLN_002000aa,2019-01-12 01:00:00,성주,2.9,68,0.3,-5.1,,,
GBE_KRMLN_002000aa,2019-01-12 02:00:00,성주,2.4,84,0.1,-5.9,,,
GBE_KRMLN_002000aa,2019-01-12 03:00:00,성주,1.6,99,0.8,-5.9,,,
GBE_KRMLN_002000aa,2019-01-12 04:00:00,성주,1.3,99,0.0,-4.8,,,
GBE_KRMLN_002000aa,2019-01-12 05:00:00,성주,1.4,99,0.2,-4.1,,,
GBE_KRMLN_002000aa,2019-01-12 06:00:00,성주,1.4,99,0.4,-3.6,,,
GBE_KRMLN_002000aa,2019-01-12 07:00:00,성주,1.5,99,0.4,-3.3,,,
GBE_KRMLN_002000aa,2019-01-12 08:00:00,성주,1.7,99,0.6,-2.9,,,
GBE_KRMLN_002000aa,2019-01-12 09:00:00,성주,2.0,99,0.0,-2.1,,,
GBE_KRMLN_002000aa,2019-01-12 10:00:00,성주,2.3,99,0.3,0.8,,,
GBE_KRMLN_002000aa,2019-01-12 11:00:00,성주,3.2,99,0.4,4.8,,,
GBE_KRMLN_002000aa,2019-01-12 12:00:00,성주,4.6,99,1.0,8.0,,,
GBE_KRMLN_002000aa,2019-01-12 13:00:00,성주,5.3,96,0.8,7.3,,,
GBE_KRMLN_002000aa,2019-01-12 14:00:00,성주,6.2,92,0.4,7.0,,,
GBE_KRMLN_002000aa,2019-01-12 15:00:00,성주,6.3,92,1.2,6.8,,,
GBE_KRMLN_002000aa,2019-01-12 16:00:00,성주,6.2,92,0.4,5.5,,,
GBE_KRMLN_002000aa,2019-01-12 17:00:00,성주,5.3,97,0.1,4.7,,,
GBE_KRMLN_002000aa,2019-01-12 18:00:00,성주,3.6,99,0.1,3.3,,,
GBE_KRMLN_002000aa,2019-01-12 19:00:00,성주,3.4,92,0.3,1.4,,,
GBE_KRMLN_002000aa,2019-01-12 20:00:00,성주,1.8,98,0.4,0.0,,,
GBE_KRMLN_002000aa,2019-01-12 21:00:00,성주,2.1,98,0.4,-2.0,,,
GBE_KRMLN_002000aa,2019-01-12 22:00:00,성주,0.7,98,0.5,-1.6,,,
GBE_KRMLN_002000aa,2019-01-12 23:00:00,성주,-0.4,99,0.1,-1.7,,,
GBE_KRMLN_002000aa,2019-01-13 00:00:00,성주,-0.6,99,0.6,,,,
GBE_KRMLN_002000aa,2019-01-13 01:00:00,성주,-1.0,99,0.5,,,,
GBE_KRMLN_002000aa,2019-01-13 02:00:00,성주,-1.2,99,0.1,,,,
GBE_KRMLN_002000aa,2019-01-13 03:00:00,성주,-1.6,99,0.6,,,,
GBE_KRMLN_002000aa,2019-01-13 04:00:00,성주,-1.8,99,0.3,,,,
GBE_KRMLN_002000aa,2019-01-13 05:00:00,성주,-2.2,99,0.2,,,,
GBE_KRMLN_002000aa,2019-01-13 06:00:00,성주,-2.1,99,0.2,,,,
GBE_KRMLN_002000aa,2019-01-13 07:00:00,성주,-2.0,99,0.1,,,,
GBE_KRMLN_002000aa,2019-01-13 08:00:00,성주,-1.9,99,0.6,,,,
GBE_KRMLN_002000aa,2019-01-13 09:00:00,성주,-2.0,99,0.7,,,,
GBE_KRMLN_002000aa,2019-01-13 10:00:00,성주,-1.8,99,0.3,,,,
GBE_KRMLN_002000aa,2019-01-13 11:00:00,성주,-1.6,99,0.5,,,,
