FARM_ID,MSRM_DT,AREA_NM,AREA_TPRT,AREA_HMDT,AREA_WDSP,INNER_TPRT,INNER_HMDT,INNER_CBDX_CTRN,SHPMN_QTY
GBE_KRMLN_0030000g,2020-01-01 00:00:00,성주,-4.6,37.0,2.0,14.1,63.0,776.0,
GBE_KRMLN_0030000g,2020-01-01 01:00:00,성주,-4.7,39.0,1.6,13.6,65.9,744.0,
GBE_KRMLN_0030000g,2020-01-01 02:00:00,성주,-4.8,49.0,1.2,12.9,67.3,725.0,
GBE_KRMLN_0030000g,2020-01-01 03:00:00,성주,-4.2,55.0,1.7,12.7,67.3,766.0,
GBE_KRMLN_0030000g,2020-01-01 04:00:00,성주,-5.0,59.0,1.8,12.0,64.3,774.0,
GBE_KRMLN_0030000g,2020-01-01 05:00:00,성주,-3.8,59.0,0.8,13.5,80.9,904.0,
GBE_KRMLN_0030000g,2020-01-01 06:00:00,성주,-2.9,62.0,0.1,14.0,83.1,996.0,
GBE_KRMLN_0030000g,2020-01-01 07:00:00,성주,-2.9,66.0,0.6,14.2,83.6,1073.0,
GBE_KRMLN_0030000g,2020-01-01 08:00:00,성주,-2.3,75.0,1.2,14.2,82.0,1085.0,
GBE_KRMLN_0030000g,2020-01-01 09:00:00,성주,-0.9,71.0,0.8,14.6,79.9,1044.0,
GBE_KRMLN_0030000g,2020-01-01 10:00:00,성주,0.6,66.0,0.9,16.5,89.2,1156.0,
GBE_KRMLN_0030000g,2020-01-01 11:00:00,성주,2.2,65.0,1.4,14.8,63.4,762.0,
GBE_KRMLN_0030000g,2020-01-01 12:00:00,성주,3.4,56.0,1.9,16.8,65.4,565.0,
GBE_KRMLN_0030000g,2020-01-01 13:00:00,성주,4.5,52.0,2.2,24.0,58.4,457.0,
GBE_KRMLN_0030000g,2020-01-01 14:00:00,성주,3.9,53.0,2.4,27.5,54.6,406.0,
GBE_KRMLN_0030000g,2020-01-01 15:00:00,성주,4.6,50.0,2.5,26.8,50.8,398.0,
GBE_KRMLN_0030000g,2020-01-01 16:00:00,성주,4.3,49.0,1.7,21.6,70.4,450.0,
GBE_KRMLN_0030000g,2020-01-01 17:00:00,성주,3.3,55.0,1.2,21.9,87.3,1065.0,
GBE_KRMLN_0030000g,2020-01-01 18:00:00,성주,1.9,62.0,1.1,19.9,84.8,,
GBE_KRMLN_0030000g,2020-01-01 19:00:00,성주,0.8,70.0,1.1,18.5,84.1,,
GBE_KRMLN_0030000g,2020-01-01 20:00:00,성주,-0.3,77.0,0.0,17.8,83.0,,
GBE_KRMLN_0030000g,2020-01-01 21:00:00,성주,-0.6,77.0,0.0,17.2,81.4,1358.0,
GBE_KRMLN_0030000g,2020-01-01 22:00:00,성주,0.4,76.0,0.4,16.6,82.1,1229.0,
GBE_KRMLN_0030000g,2020-01-01 23:00:00,성주,0.5,76.0,0.2,16.2,81.6,1128.0,
GBE_KRMLN_0030000g,2020-01-02 00:00:00,성주,0.1,76.0,0.2,15.8,81.6,1086.0,
GBE_KRMLN_0030000g,2020-01-02 01:00:00,성주,-0.2,81.0,0.3,15.5,81.3,1099.0,
GBE_KRMLN_0030000g,2020-01-02 02:00:00,성주,-1.2,87.0,0.7,15.1,81.0,1121.0,
GBE_KRMLN_0030000g,2020-01-02 03:00:00,성주,-1.7,89.0,0.1,14.9,81.2,1138.0,
GBE_KRMLN_0030000g,2020-01-02 04:00:00,성주,-1.9,92.0,0.0,14.5,81.3,1165.0,
GBE_KRMLN_0030000g,2020-01-02 05:00:00,성주,-1.6,90.0,0.1,14.5,82.8,1184.0,
GBE_KRMLN_0030000g,2020-01-02 06:00:00,성주,-0.6,87.0,0.5,14.3,82.9,1209.0,
GBE_KRMLN_0030000g,2020-01-02 07:00:00,성주,-1.2,91.0,0.1,13.9,81.4,1183.0,
GBE_KRMLN_0030000g,2020-01-02 08:00:00,성주,-1.1,88.0,0.3,13.6,81.8,1179.0,
GBE_KRMLN_0030000g,2020-01-02 09:00:00,성주,1.1,79.0,0.8,14.2,86.2,1180.0,
GBE_KRMLN_0030000g,2020-01-02 10:00:00,성주,3.1,72.0,1.4,15.6,89.5,,
GBE_KRMLN_0030000g,2020-01-02 11:00:00,성주,4.9,57.0,1.8,22.1,65.6,887.0,
GBE_KRMLN_0030000g,2020-01-02 12:00:00,성주,5.1,56.0,1.3,23.1,63.0,642.0,
GBE_KRMLN_0030000g,2020-01-02 13:00:00,성주,6.0,56.0,1.5,27.9,57.8,473.0,
GBE_KRMLN_0030000g,2020-01-02 14:00:00,성주,7.1,52.0,1.9,28.7,56.6,420.0,
GBE_KRMLN_0030000g,2020-01-02 15:00:00,성주,6.1,55.0,2.4,26.0,53.5,435.0,
GBE_KRMLN_0030000g,2020-01-02 16:00:00,성주,5.9,56.0,2.1,22.3,79.3,544.0,
GBE_KRMLN_0030000g,2020-01-02 17:00:00,성주,5.5,58.0,1.8,22.8,88.2,1106.0,
GBE_KRMLN_0030000g,2020-01-02 18:00:00,성주,5.3,60.0,0.9,21.0,86.2,,
GBE_KRMLN_0030000g,2020-01-02 19:00:00,성주,5.2,63.0,0.7,20.1,86.8,,
GBE_KRMLN_0030000g,2020-01-02 20:00:00,성주,5.2,64.0,1.0,19.4,86.7,,
GBE_KRMLN_0030000g,2020-01-02 21:00:00,성주,5.0,65.0,0.8,18.8,85.4,,
GBE_KRMLN_0030000g,2020-01-02 22:00:00,성주,5.1,64.0,1.5,18.1,84.9,,
GBE_KRMLN_0030000g,2020-01-02 23:00:00,성주,4.6,65.0,2.5,17.5,84.4,,
GBE_KRMLN_0030000g,2020-01-03 00:00:00,성주,4.2,65.0,1.9,17.0,83.9,,
GBE_KRMLN_0030000g,2020-01-03 01:00:00,성주,2.9,70.0,0.8,16.6,83.3,,
GBE_KRMLN_0030000g,2020-01-03 02:00:00,성주,3.4,69.0,1.1,16.2,82.6,,
GBE_KRMLN_0030000g,2020-01-03 03:00:00,성주,2.7,71.0,1.0,15.7,81.1,,
GBE_KRMLN_0030000g,2020-01-03 04:00:00,성주,2.3,75.0,0.8,15.3,79.8,,
GBE_KRMLN_0030000g,2020-01-03 05:00:00,성주,2.0,76.0,1.1,15.0,81.3,,
GBE_KRMLN_0030000g,2020-01-03 06:00:00,성주,1.4,78.0,0.8,14.7,81.1,,
GBE_KRMLN_0030000g,2020-01-03 07:00:00,성주,2.0,80.0,1.0,14.5,81.8,,
GBE_KRMLN_0030000g,2020-01-03 08:00:00,성주,0.5,85.0,0.8,14.3,82.4,,
GBE_KRMLN_0030000g,2020-01-03 09:00:00,성주,2.1,77.0,1.3,14.9,87.2,,
GBE_KRMLN_0030000g,2020-01-03 10:00:00,성주,4.2,64.0,1.6,16.6,89.8,1130.0,
GBE_KRMLN_0030000g,2020-01-03 11:00:00,성주,5.3,56.0,1.7,22.1,80.8,964.0,
GBE_KRMLN_0030000g,2020-01-03 12:00:00,성주,6.8,52.0,1.6,26.6,64.7,623.0,
GBE_KRMLN_0030000g,2020-01-03 13:00:00,성주,7.4,48.0,2.0,30.0,61.8,447.0,
GBE_KRMLN_0030000g,2020-01-03 14:00:00,성주,7.2,45.0,2.4,29.7,61.0,370.0,
GBE_KRMLN_0030000g,2020-01-03 15:00:00,성주,7.8,42.0,1.9,28.2,61.3,382.0,
GBE_KRMLN_0030000g,2020-01-03 16:00:00,성주,7.3,41.0,1.4,22.9,55.7,484.0,
GBE_KRMLN_0030000g,2020-01-03 17:00:00,성주,6.2,44.0,1.2,16.3,66.1,483.0,
GBE_KRMLN_0030000g,2020-01-03 18:00:00,성주,4.3,52.0,0.2,19.9,85.6,864.0,
GBE_KRMLN_0030000g,2020-01-03 19:00:00,성주,3.6,55.0,0.1,19.2,71.8,768.0,
GBE_KRMLN_0030000g,2020-01-03 20:00:00,성주,1.5,64.0,0.0,17.7,64.2,781.0,
GBE_KRMLN_0030000g,2020-01-03 21:00:00,성주,2.6,63.0,1.3,16.4,59.4,736.0,
GBE_KRMLN_0030000g,2020-01-03 22:00:00,성주,0.7,71.0,0.3,15.6,58.1,758.0,
GBE_KRMLN_0030000g,2020-01-03 23:00:00,성주,0.3,78.0,0.1,14.7,56.1,800.0,
GBE_KRMLN_0030000g,2020-01-04 00:00:00,성주,-1.1,81.0,0.2,13.9,53.2,831.0,
GBE_KRMLN_0030000g,2020-01-04 01:00:00,성주,-1.1,80.0,0.4,13.1,54.2,854.0,
GBE_KRMLN_0030000g,2020-01-04 02:00:00,성주,-1.8,83.0,0.1,12.5,54.0,880.0,
GBE_KRMLN_0030000g,2020-01-04 03:00:00,성주,-1.6,85.0,0.5,11.9,55.9,891.0,
GBE_KRMLN_0030000g,2020-01-04 04:00:00,성주,-0.8,81.0,1.3,11.4,56.4,929.0,
GBE_KRMLN_0030000g,2020-01-04 05:00:00,성주,-1.5,81.0,0.4,11.4,60.0,937.0,
GBE_KRMLN_0030000g,2020-01-04 06:00:00,성주,-2.5,89.0,0.0,11.1,57.3,937.0,
GBE_KRMLN_0030000g,2020-01-04 07:00:00,성주,-2.5,87.0,0.4,10.7,60.9,987.0,
GBE_KRMLN_0030000g,2020-01-04 08:00:00,성주,-2.3,82.0,0.4,10.6,61.3,985.0,
GBE_KRMLN_0030000g,2020-01-04 09:00:00,성주,-1.4,82.0,0.2,11.9,69.6,1027.0,
GBE_KRMLN_0030000g,2020-01-04 10:00:00,성주,2.8,70.0,0.3,14.0,84.4,1053.0,
GBE_KRMLN_0030000g,2020-01-04 11:00:00,성주,4.5,61.0,1.4,18.6,69.7,967.0,
GBE_KRMLN_0030000g,2020-01-04 12:00:00,성주,6.9,53.0,1.7,27.2,60.3,563.0,
GBE_KRMLN_0030000g,2020-01-04 13:00:00,성주,7.4,50.0,1.9,29.1,63.3,452.0,
GBE_KRMLN_0030000g,2020-01-04 14:00:00,성주,8.1,47.0,2.3,28.1,52.5,421.0,
GBE_KRMLN_0030000g,2020-01-04 15:00:00,성주,7.8,46.0,1.8,26.2,59.5,448.0,
GBE_KRMLN_0030000g,2020-01-04 16:00:00,성주,7.5,44.0,2.0,22.0,58.5,444.0,
GBE_KRMLN_0030000g,2020-01-04 17:00:00,성주,6.7,44.0,1.7,19.7,82.7,721.0,
GBE_KRMLN_0030000g,2020-01-04 18:00:00,성주,5.8,50.0,1.6,19.9,82.9,998.0,
GBE_KRMLN_0030000g,2020-01-04 19:00:00,성주,4.8,56.0,2.0,19.0,79.2,966.0,
GBE_KRMLN_0030000g,2020-01-04 20:00:00,성주,3.0,63.0,0.4,18.1,75.4,962.0,
GBE_KRMLN_0030000g,2020-01-04 21:00:00,성주,2.3,64.0,0.7,17.1,69.5,871.0,
GBE_KRMLN_0030000g,2020-01-04 22:00:00,성주,0.9,73.0,0.6,16.2,68.2,922.0,
GBE_KRMLN_0030000g,2020-01-04 23:00:00,성주,-0.3,79.0,0.5,15.6,66.7,994.0,
GBE_KRMLN_0030000g,2020-01-05 00:00:00,성주,-0.5,78.0,0.0,14.8,64.2,916.0,
GBE_KRMLN_0030000g,2020-01-05 01:00:00,성주,-1.4,82.0,0.0,14.3,64.8,934.0,
GBE_KRMLN_0030000g,2020-01-05 02:00:00,성주,-2.0,87.0,0.1,13.7,65.1,957.0,
GBE_KRMLN_0030000g,2020-01-05 03:00:00,성주,-2.9,89.0,0.1,13.3,66.8,992.0,
GBE_KRMLN_0030000g,2020-01-05 04:00:00,성주,-3.1,90.0,0.0,12.9,67.0,991.0,
GBE_KRMLN_0030000g,2020-01-05 05:00:00,성주,-3.8,97.0,0.0,12.4,64.0,990.0,
GBE_KRMLN_0030000g,2020-01-05 06:00:00,성주,-4.3,98.0,0.0,12.0,67.1,1015.0,
GBE_KRMLN_0030000g,2020-01-05 07:00:00,성주,-4.6,98.0,0.1,11.6,66.5,1018.0,
GBE_KRMLN_0030000g,2020-01-05 08:00:00,성주,-5.1,99.0,0.0,11.3,65.0,1027.0,
GBE_KRMLN_0030000g,2020-01-05 09:00:00,성주,-2.8,96.0,0.0,12.4,80.1,1105.0,
GBE_KRMLN_0030000g,2020-01-05 10:00:00,성주,0.1,72.0,0.0,15.6,88.9,1167.0,
GBE_KRMLN_0030000g,2020-01-05 11:00:00,성주,3.7,58.0,0.2,24.2,63.4,835.0,
GBE_KRMLN_0030000g,2020-01-05 12:00:00,성주,4.5,49.0,0.3,29.2,64.7,563.0,
GBE_KRMLN_0030000g,2020-01-05 13:00:00,성주,6.1,40.0,0.2,32.6,68.5,427.0,
GBE_KRMLN_0030000g,2020-01-05 14:00:00,성주,8.9,28.0,1.0,32.9,67.2,389.0,
GBE_KRMLN_0030000g,2020-01-05 15:00:00,성주,8.7,27.0,1.3,30.6,66.7,354.0,
GBE_KRMLN_0030000g,2020-01-05 16:00:00,성주,8.0,25.0,0.4,25.7,65.2,364.0,
GBE_KRMLN_0030000g,2020-01-05 17:00:00,성주,6.2,38.0,0.2,22.4,85.2,646.0,
GBE_KRMLN_0030000g,2020-01-05 18:00:00,성주,3.8,50.0,0.4,21.9,85.1,1343.0,
GBE_KRMLN_0030000g,2020-01-05 19:00:00,성주,2.6,55.0,0.8,20.7,84.5,,
GBE_KRMLN_0030000g,2020-01-05 20:00:00,성주,2.0,57.0,0.8,19.9,84.6,,
GBE_KRMLN_0030000g,2020-01-05 21:00:00,성주,1.4,65.0,0.8,19.1,84.1,,
GBE_KRMLN_0030000g,2020-01-05 22:00:00,성주,0.4,68.0,1.1,18.5,82.5,1265.0,
GBE_KRMLN_0030000g,2020-01-05 23:00:00,성주,-0.5,73.0,0.2,17.4,75.1,1101.0,
GBE_KRMLN_0030000g,2020-01-06 00:00:00,성주,-0.9,74.0,0.7,16.6,75.7,1137.0,
GBE_KRMLN_0030000g,2020-01-06 01:00:00,성주,-1.5,80.0,0.9,16.2,74.7,1122.0,
GBE_KRMLN_0030000g,2020-01-06 02:00:00,성주,-1.5,79.0,0.1,16.3,79.8,1211.0,
GBE_KRMLN_0030000g,2020-01-06 03:00:00,성주,-0.8,76.0,0.2,16.6,82.6,,
GBE_KRMLN_0030000g,2020-01-06 04:00:00,성주,-0.6,71.0,0.0,16.7,84.5,,
GBE_KRMLN_0030000g,2020-01-06 05:00:00,성주,-0.2,73.0,0.4,16.7,85.4,,
GBE_KRMLN_0030000g,2020-01-06 06:00:00,성주,-0.1,79.0,1.1,16.6,86.0,,
GBE_KRMLN_0030000g,2020-01-06 07:00:00,성주,0.4,73.0,0.1,16.5,86.3,,
GBE_KRMLN_0030000g,2020-01-06 08:00:00,성주,0.7,73.0,0.5,16.5,86.8,,
GBE_KRMLN_0030000g,2020-01-06 09:00:00,성주,1.4,73.0,0.1,16.5,87.6,,
GBE_KRMLN_0030000g,2020-01-06 10:00:00,성주,0.8,88.0,0.7,16.8,88.3,,
GBE_KRMLN_0030000g,2020-01-06 11:00:00,성주,1.0,89.0,0.5,17.3,89.8,,
GBE_KRMLN_0030000g,2020-01-06 12:00:00,성주,1.3,96.0,0.1,13.6,71.4,1209.0,
GBE_KRMLN_0030000g,2020-01-06 13:00:00,성주,1.6,96.0,0.3,11.8,73.1,1102.0,
GBE_KRMLN_0030000g,2020-01-06 14:00:00,성주,1.8,97.0,0.2,12.0,74.5,1007.0,
GBE_KRMLN_0030000g,2020-01-06 15:00:00,성주,1.9,97.0,0.6,11.6,75.7,986.0,
GBE_KRMLN_0030000g,2020-01-06 16:00:00,성주,2.2,98.0,0.4,14.1,89.5,1125.0,
GBE_KRMLN_0030000g,2020-01-06 17:00:00,성주,2.2,99.0,0.2,14.6,80.4,1083.0,
GBE_KRMLN_0030000g,2020-01-06 18:00:00,성주,2.1,99.0,0.3,14.3,78.2,1078.0,
GBE_KRMLN_0030000g,2020-01-06 19:00:00,성주,2.3,99.0,0.1,14.2,78.5,1079.0,
GBE_KRMLN_0030000g,2020-01-06 20:00:00,성주,2.0,99.0,0.1,14.1,78.3,1092.0,
GBE_KRMLN_0030000g,2020-01-06 21:00:00,성주,2.0,99.0,0.4,14.1,78.1,1130.0,
GBE_KRMLN_0030000g,2020-01-06 22:00:00,성주,2.2,99.0,0.4,14.1,80.9,1160.0,
GBE_KRMLN_0030000g,2020-01-06 23:00:00,성주,2.1,99.0,0.1,14.1,79.7,1157.0,
GBE_KRMLN_0030000g,2020-01-07 00:00:00,성주,2.2,99.0,0.1,14.1,81.9,1192.0,
GBE_KRMLN_0030000g,2020-01-07 01:00:00,성주,2.2,99.0,0.1,14.1,81.9,1220.0,
GBE_KRMLN_0030000g,2020-01-07 02:00:00,성주,2.2,99.0,0.0,14.0,82.6,1231.0,
GBE_KRMLN_0030000g,2020-01-07 03:00:00,성주,2.2,99.0,0.0,14.0,82.8,1265.0,
GBE_KRMLN_0030000g,2020-01-07 04:00:00,성주,2.0,99.0,0.7,14.0,82.9,1253.0,
GBE_KRMLN_0030000g,2020-01-07 05:00:00,성주,2.3,99.0,0.5,14.0,82.8,1259.0,
GBE_KRMLN_0030000g,2020-01-07 06:00:00,성주,2.4,99.0,0.2,14.0,83.8,1290.0,
GBE_KRMLN_0030000g,2020-01-07 07:00:00,성주,2.6,99.0,0.0,14.0,83.3,1302.0,
GBE_KRMLN_0030000g,2020-01-07 08:00:00,성주,2.7,99.0,0.6,14.0,81.8,1281.0,
GBE_KRMLN_0030000g,2020-01-07 09:00:00,성주,3.1,99.0,0.2,14.4,88.0,1355.0,
GBE_KRMLN_0030000g,2020-01-07 10:00:00,성주,3.6,99.0,0.0,14.8,88.4,1399.0,
GBE_KRMLN_0030000g,2020-01-07 11:00:00,성주,3.8,99.0,0.0,14.7,72.6,,
GBE_KRMLN_0030000g,2020-01-07 12:00:00,성주,4.4,99.0,0.2,14.3,78.8,1274.0,
GBE_KRMLN_0030000g,2020-01-07 13:00:00,성주,4.5,99.0,0.4,14.5,78.2,1137.0,
GBE_KRMLN_0030000g,2020-01-07 14:00:00,성주,4.9,99.0,0.1,14.3,78.9,1036.0,
GBE_KRMLN_0030000g,2020-01-07 15:00:00,성주,5.3,99.0,0.1,15.5,78.5,974.0,
GBE_KRMLN_0030000g,2020-01-07 16:00:00,성주,5.6,99.0,0.0,15.0,79.9,913.0,
GBE_KRMLN_0030000g,2020-01-07 17:00:00,성주,5.8,99.0,0.0,15.6,89.2,1114.0,
GBE_KRMLN_0030000g,2020-01-07 18:00:00,성주,5.9,99.0,0.3,15.5,89.3,1291.0,
GBE_KRMLN_0030000g,2020-01-07 19:00:00,성주,5.9,99.0,0.5,15.4,89.3,,
GBE_KRMLN_0030000g,2020-01-07 20:00:00,성주,6.2,99.0,0.6,15.3,89.5,,
GBE_KRMLN_0030000g,2020-01-07 21:00:00,성주,7.1,99.0,1.1,15.3,89.7,,
GBE_KRMLN_0030000g,2020-01-07 22:00:00,성주,8.7,99.0,3.1,15.4,90.1,,
GBE_KRMLN_0030000g,2020-01-07 23:00:00,성주,9.7,99.0,0.8,15.4,90.2,,
GBE_KRMLN_0030000g,2020-01-08 00:00:00,성주,8.7,99.0,0.1,15.5,90.5,,
GBE_KRMLN_0030000g,2020-01-08 01:00:00,성주,9.3,99.0,0.4,15.6,90.6,,
GBE_KRMLN_0030000g,2020-01-08 02:00:00,성주,13.8,74.0,3.8,15.6,90.7,,
GBE_KRMLN_0030000g,2020-01-08 03:00:00,성주,10.6,77.0,2.3,15.5,90.6,,
GBE_KRMLN_0030000g,2020-01-08 04:00:00,성주,9.9,75.0,1.9,15.2,89.7,,
GBE_KRMLN_0030000g,2020-01-08 05:00:00,성주,8.6,74.0,2.2,15.2,90.1,,
GBE_KRMLN_0030000g,2020-01-08 06:00:00,성주,8.0,67.0,4.0,15.1,90.0,,
GBE_KRMLN_0030000g,2020-01-08 07:00:00,성주,7.7,72.0,3.1,15.0,89.8,,
GBE_KRMLN_0030000g,2020-01-08 08:00:00,성주,7.5,75.0,4.7,15.0,90.1,,
GBE_KRMLN_0030000g,2020-01-08 09:00:00,성주,5.9,98.0,2.1,15.3,90.6,,
GBE_KRMLN_0030000g,2020-01-08 10:00:00,성주,6.2,91.0,4.8,15.3,90.5,1341.0,
GBE_KRMLN_0030000g,2020-01-08 11:00:00,성주,6.3,92.0,3.1,15.6,91.0,1159.0,
GBE_KRMLN_0030000g,2020-01-08 12:00:00,성주,7.2,79.0,3.2,18.4,69.7,736.0,
GBE_KRMLN_0030000g,2020-01-08 13:00:00,성주,6.6,80.0,3.9,25.8,61.1,578.0,
GBE_KRMLN_0030000g,2020-01-08 14:00:00,성주,6.1,83.0,2.5,25.9,55.6,530.0,
GBE_KRMLN_0030000g,2020-01-08 15:00:00,성주,6.4,83.0,1.7,20.2,60.7,545.0,
GBE_KRMLN_0030000g,2020-01-08 16:00:00,성주,5.8,87.0,1.6,17.2,83.2,636.0,
GBE_KRMLN_0030000g,2020-01-08 17:00:00,성주,5.8,88.0,2.1,18.8,89.1,1078.0,
GBE_KRMLN_0030000g,2020-01-08 18:00:00,성주,5.7,87.0,1.9,18.1,87.7,1238.0,
GBE_KRMLN_0030000g,2020-01-08 19:00:00,성주,5.6,87.0,2.3,17.7,88.1,1360.0,
GBE_KRMLN_0030000g,2020-01-08 20:00:00,성주,5.4,90.0,0.9,17.4,88.2,1332.0,
GBE_KRMLN_0030000g,2020-01-08 21:00:00,성주,5.1,91.0,1.1,17.1,88.3,1334.0,
GBE_KRMLN_0030000g,2020-01-08 22:00:00,성주,4.9,91.0,1.0,16.8,88.0,1295.0,
GBE_KRMLN_0030000g,2020-01-08 23:00:00,성주,5.2,85.0,2.5,16.2,83.9,1183.0,
GBE_KRMLN_0030000g,2020-01-09 00:00:00,성주,4.8,84.0,1.6,16.0,85.6,1223.0,
GBE_KRMLN_0030000g,2020-01-09 01:00:00,성주,4.1,74.0,2.8,16.0,84.7,1338.0,
GBE_KRMLN_0030000g,2020-01-09 02:00:00,성주,3.2,67.0,1.2,15.8,87.8,,
GBE_KRMLN_0030000g,2020-01-09 03:00:00,성주,3.1,68.0,2.4,15.2,77.9,1213.0,
GBE_KRMLN_0030000g,2020-01-09 04:00:00,성주,2.7,70.0,1.8,13.6,71.1,1069.0,
GBE_KRMLN_0030000g,2020-01-09 05:00:00,성주,2.1,77.0,0.9,12.4,68.1,1047.0,
GBE_KRMLN_0030000g,2020-01-09 06:00:00,성주,1.7,79.0,1.2,11.9,69.2,1068.0,
GBE_KRMLN_0030000g,2020-01-09 07:00:00,성주,1.6,72.0,1.8,11.2,67.6,1083.0,
GBE_KRMLN_0030000g,2020-01-09 08:00:00,성주,1.3,72.0,1.1,11.6,75.8,1111.0,
GBE_KRMLN_0030000g,2020-01-09 09:00:00,성주,2.2,66.0,1.8,12.9,84.0,1159.0,
GBE_KRMLN_0030000g,2020-01-09 10:00:00,성주,3.0,64.0,1.8,16.3,91.0,1330.0,
GBE_KRMLN_0030000g,2020-01-09 11:00:00,성주,3.7,60.0,2.0,22.8,60.4,700.0,
GBE_KRMLN_0030000g,2020-01-09 12:00:00,성주,5.0,57.0,2.6,25.0,56.6,519.0,
GBE_KRMLN_0030000g,2020-01-09 13:00:00,성주,5.3,51.0,2.8,29.4,62.6,430.0,
GBE_KRMLN_0030000g,2020-01-09 14:00:00,성주,5.5,50.0,3.3,27.7,61.9,418.0,
GBE_KRMLN_0030000g,2020-01-09 15:00:00,성주,5.9,49.0,2.6,25.2,59.0,433.0,
GBE_KRMLN_0030000g,2020-01-09 16:00:00,성주,5.8,48.0,1.6,21.6,58.7,476.0,
GBE_KRMLN_0030000g,2020-01-09 17:00:00,성주,4.5,54.0,1.3,19.6,85.2,723.0,
GBE_KRMLN_0030000g,2020-01-09 18:00:00,성주,2.8,61.0,0.3,19.6,85.9,1222.0,
GBE_KRMLN_0030000g,2020-01-09 19:00:00,성주,1.9,68.0,0.5,18.1,73.4,1069.0,
GBE_KRMLN_0030000g,2020-01-09 20:00:00,성주,1.4,76.0,0.9,17.2,72.8,1118.0,
GBE_KRMLN_0030000g,2020-01-09 21:00:00,성주,0.3,85.0,1.3,15.9,69.3,1210.0,
GBE_KRMLN_0030000g,2020-01-09 22:00:00,성주,0.6,80.0,1.7,15.0,68.1,1182.0,
GBE_KRMLN_0030000g,2020-01-09 23:00:00,성주,0.2,84.0,1.4,14.2,71.5,1097.0,
GBE_KRMLN_0030000g,2020-01-10 00:00:00,성주,-0.5,85.0,0.7,13.7,67.9,1175.0,
GBE_KRMLN_0030000g,2020-01-10 01:00:00,성주,-1.8,97.0,0.1,13.5,72.1,1148.0,
GBE_KRMLN_0030000g,2020-01-10 02:00:00,성주,-1.9,97.0,0.1,12.7,70.7,1124.0,
GBE_KRMLN_0030000g,2020-01-10 03:00:00,성주,-2.4,99.0,0.0,12.6,70.4,1134.0,
GBE_KRMLN_0030000g,2020-01-10 04:00:00,성주,-2.7,99.0,0.6,12.4,71.2,1141.0,
GBE_KRMLN_0030000g,2020-01-10 05:00:00,성주,-2.6,99.0,0.2,11.7,66.7,1133.0,
GBE_KRMLN_0030000g,2020-01-10 06:00:00,성주,-3.2,99.0,0.1,11.4,69.5,1143.0,
GBE_KRMLN_0030000g,2020-01-10 07:00:00,성주,-3.3,99.0,0.3,11.2,70.3,1154.0,
GBE_KRMLN_0030000g,2020-01-10 08:00:00,성주,-3.0,99.0,0.3,11.3,79.0,1186.0,
GBE_KRMLN_0030000g,2020-01-10 09:00:00,성주,-2.1,99.0,0.5,,,,
GBE_KRMLN_0030000g,2020-01-10 10:00:00,성주,0.1,87.0,0.1,14.5,88.2,1235.0,
GBE_KRMLN_0030000g,2020-01-10 11:00:00,성주,2.1,65.0,0.3,24.0,62.5,974.0,
GBE_KRMLN_0030000g,2020-01-10 12:00:00,성주,2.3,71.0,0.5,32.0,63.8,616.0,
GBE_KRMLN_0030000g,2020-01-10 13:00:00,성주,4.3,58.0,0.8,33.1,64.7,452.0,
GBE_KRMLN_0030000g,2020-01-10 14:00:00,성주,6.2,48.0,0.5,33.6,69.5,386.0,
GBE_KRMLN_0030000g,2020-01-10 15:00:00,성주,6.9,46.0,0.7,31.3,62.6,459.0,
GBE_KRMLN_0030000g,2020-01-10 16:00:00,성주,7.3,43.0,0.2,25.2,61.5,419.0,
GBE_KRMLN_0030000g,2020-01-10 17:00:00,성주,4.9,52.0,0.8,23.8,88.3,864.0,
GBE_KRMLN_0030000g,2020-01-10 18:00:00,성주,2.5,67.0,0.4,21.8,85.5,,
GBE_KRMLN_0030000g,2020-01-10 19:00:00,성주,2.0,66.0,0.2,20.1,84.9,,
GBE_KRMLN_0030000g,2020-01-10 20:00:00,성주,3.2,54.0,0.5,19.2,85.3,,
GBE_KRMLN_0030000g,2020-01-10 21:00:00,성주,1.5,65.0,0.8,18.7,85.9,,
GBE_KRMLN_0030000g,2020-01-10 22:00:00,성주,0.2,77.0,0.2,18.2,85.7,,
GBE_KRMLN_0030000g,2020-01-10 23:00:00,성주,-0.3,80.0,0.0,17.7,85.3,,
GBE_KRMLN_0030000g,2020-01-11 00:00:00,성주,0.3,79.0,0.2,17.2,85.2,,
GBE_KRMLN_0030000g,2020-01-11 01:00:00,성주,0.0,76.0,0.5,16.8,85.2,,
GBE_KRMLN_0030000g,2020-01-11 02:00:00,성주,0.8,64.0,1.5,16.5,85.8,,
GBE_KRMLN_0030000g,2020-01-11 03:00:00,성주,0.5,65.0,2.2,16.4,85.9,,
GBE_KRMLN_0030000g,2020-01-11 04:00:00,성주,0.6,59.0,1.8,16.1,86.3,,
GBE_KRMLN_0030000g,2020-01-11 05:00:00,성주,0.8,64.0,1.6,15.9,86.1,,
GBE_KRMLN_0030000g,2020-01-11 06:00:00,성주,0.6,67.0,1.1,15.4,85.1,,
GBE_KRMLN_0030000g,2020-01-11 07:00:00,성주,-1.6,81.0,0.6,15.1,85.2,,
GBE_KRMLN_0030000g,2020-01-11 08:00:00,성주,-1.8,86.0,0.2,14.9,85.4,,
