FARM_ID,MSRM_DT,AREA_NM,INNER_TPRT,INNER_HMDT,INNER_CBDX_CTRN,SPICES_NM_1,SPICES_NM_2,SPICES_NM_3,HOUSE_QLFMT_CONT,HOUSE_TYPE,PLANT_AR_SQM,SHPMN_QTY,SHPMN_AMT
GBE_KRMLN_002000at,2019-01-29 04:00:00,성주,17.4,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 05:00:00,성주,17.2,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 06:00:00,성주,16.9,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 07:00:00,성주,16.6,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 08:00:00,성주,16.5,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 09:00:00,성주,16.6,100.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 10:00:00,성주,22.5,68.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 11:00:00,성주,26.3,59.0,500.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 12:00:00,성주,29.7,57.0,404.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 13:00:00,성주,32.1,57.0,391.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 14:00:00,성주,32.0,41.0,386.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 15:00:00,성주,29.9,36.0,391.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 16:00:00,성주,26.7,40.0,394.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 17:00:00,성주,20.9,39.0,424.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 18:00:00,성주,21.4,79.0,758.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 19:00:00,성주,22.1,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 20:00:00,성주,21.9,78.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 21:00:00,성주,21.4,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 22:00:00,성주,20.6,78.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-29 23:00:00,성주,20.2,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 00:00:00,성주,19.7,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 01:00:00,성주,19.4,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 02:00:00,성주,19.0,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 03:00:00,성주,18.8,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 04:00:00,성주,18.5,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 05:00:00,성주,18.4,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 06:00:00,성주,18.0,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 07:00:00,성주,17.9,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 08:00:00,성주,17.8,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 09:00:00,성주,18.8,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 10:00:00,성주,21.6,72.0,643.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 11:00:00,성주,26.3,58.0,408.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 12:00:00,성주,29.2,54.0,388.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 13:00:00,성주,29.7,48.0,391.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 14:00:00,성주,31.1,49.0,378.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 15:00:00,성주,30.2,49.0,375.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 16:00:00,성주,26.6,42.0,380.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 17:00:00,성주,21.3,41.0,414.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 18:00:00,성주,22.0,80.0,652.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 19:00:00,성주,22.5,81.0,1295.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 20:00:00,성주,22.5,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 21:00:00,성주,22.3,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 22:00:00,성주,22.1,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-30 23:00:00,성주,21.8,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 00:00:00,성주,21.5,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 01:00:00,성주,20.7,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 02:00:00,성주,20.4,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 03:00:00,성주,20.2,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 04:00:00,성주,19.9,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 05:00:00,성주,19.6,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 06:00:00,성주,19.4,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 07:00:00,성주,19.1,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 08:00:00,성주,18.9,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 09:00:00,성주,18.7,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 10:00:00,성주,18.7,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 11:00:00,성주,18.6,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 12:00:00,성주,18.6,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 13:00:00,성주,15.8,52.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 14:00:00,성주,13.7,65.0,756.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 15:00:00,성주,16.5,77.0,513.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 16:00:00,성주,19.6,65.0,411.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 17:00:00,성주,14.3,50.0,406.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 18:00:00,성주,16.0,83.0,645.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 19:00:00,성주,16.7,83.0,1228.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 20:00:00,성주,16.6,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 21:00:00,성주,16.4,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 22:00:00,성주,16.1,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-01-31 23:00:00,성주,15.9,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 00:00:00,성주,15.7,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 01:00:00,성주,15.6,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 02:00:00,성주,15.5,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 03:00:00,성주,15.2,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 04:00:00,성주,15.0,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 05:00:00,성주,14.9,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 06:00:00,성주,14.7,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 07:00:00,성주,14.6,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 08:00:00,성주,14.7,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 09:00:00,성주,15.1,95.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 10:00:00,성주,19.3,75.0,1373.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 11:00:00,성주,23.8,62.0,417.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 12:00:00,성주,26.2,50.0,398.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 13:00:00,성주,27.6,44.0,377.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 14:00:00,성주,27.5,38.0,374.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 15:00:00,성주,25.6,36.0,379.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 16:00:00,성주,22.2,33.0,407.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 17:00:00,성주,17.1,55.0,431.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 18:00:00,성주,18.7,83.0,779.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 19:00:00,성주,19.4,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 20:00:00,성주,19.3,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 21:00:00,성주,18.9,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 22:00:00,성주,18.6,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-01 23:00:00,성주,18.2,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 00:00:00,성주,17.7,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 01:00:00,성주,17.3,79.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 02:00:00,성주,16.9,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 03:00:00,성주,16.7,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 04:00:00,성주,16.3,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 05:00:00,성주,16.1,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 06:00:00,성주,15.9,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 07:00:00,성주,15.7,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 08:00:00,성주,15.7,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 09:00:00,성주,16.0,93.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 10:00:00,성주,19.9,79.0,972.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 11:00:00,성주,24.1,64.0,419.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 12:00:00,성주,27.7,57.0,406.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 13:00:00,성주,30.0,56.0,411.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 14:00:00,성주,30.5,44.0,408.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 15:00:00,성주,29.1,40.0,406.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 16:00:00,성주,26.0,42.0,422.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 17:00:00,성주,21.1,60.0,441.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 18:00:00,성주,22.0,82.0,942.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 19:00:00,성주,22.2,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 20:00:00,성주,21.9,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 21:00:00,성주,21.5,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 22:00:00,성주,20.7,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-02 23:00:00,성주,20.3,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 00:00:00,성주,20.0,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 01:00:00,성주,19.7,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 02:00:00,성주,19.5,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 03:00:00,성주,19.3,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 04:00:00,성주,19.0,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 05:00:00,성주,18.8,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 06:00:00,성주,18.6,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 07:00:00,성주,18.4,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 08:00:00,성주,18.2,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 09:00:00,성주,18.2,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 10:00:00,성주,17.8,65.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 11:00:00,성주,16.2,71.0,721.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 12:00:00,성주,17.7,79.0,552.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 13:00:00,성주,19.2,81.0,458.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 14:00:00,성주,18.3,69.0,430.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 15:00:00,성주,17.6,67.0,439.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 16:00:00,성주,17.2,69.0,445.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 17:00:00,성주,17.1,84.0,522.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 18:00:00,성주,17.5,87.0,906.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 19:00:00,성주,17.5,86.0,1384.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 20:00:00,성주,17.5,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 21:00:00,성주,17.4,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 22:00:00,성주,17.2,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-03 23:00:00,성주,17.2,88.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 00:00:00,성주,17.2,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 01:00:00,성주,16.9,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 02:00:00,성주,16.6,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 03:00:00,성주,16.4,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 04:00:00,성주,16.1,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 05:00:00,성주,15.9,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 06:00:00,성주,15.6,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 07:00:00,성주,15.5,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 08:00:00,성주,15.5,87.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 09:00:00,성주,16.7,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 10:00:00,성주,16.8,84.0,538.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 11:00:00,성주,18.8,83.0,414.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 12:00:00,성주,20.8,63.0,407.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 13:00:00,성주,22.0,53.0,404.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 14:00:00,성주,23.0,52.0,406.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 15:00:00,성주,24.3,46.0,399.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 16:00:00,성주,22.0,46.0,400.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 17:00:00,성주,18.1,67.0,426.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 18:00:00,성주,18.4,81.0,699.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 19:00:00,성주,18.3,81.0,1202.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 20:00:00,성주,18.0,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 21:00:00,성주,17.6,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 22:00:00,성주,17.3,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-04 23:00:00,성주,16.8,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 00:00:00,성주,16.4,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 01:00:00,성주,16.0,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 02:00:00,성주,15.8,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 03:00:00,성주,15.5,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 04:00:00,성주,15.2,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 05:00:00,성주,15.0,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 06:00:00,성주,14.9,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 07:00:00,성주,14.6,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 08:00:00,성주,14.7,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 09:00:00,성주,15.0,95.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 10:00:00,성주,17.6,100.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 11:00:00,성주,23.2,75.0,500.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 12:00:00,성주,26.0,64.0,398.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 13:00:00,성주,28.8,67.0,403.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 14:00:00,성주,29.8,60.0,401.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 15:00:00,성주,28.0,52.0,391.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 16:00:00,성주,25.4,51.0,398.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 17:00:00,성주,20.0,47.0,419.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 18:00:00,성주,19.8,80.0,695.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 19:00:00,성주,20.0,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 20:00:00,성주,19.8,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 21:00:00,성주,19.4,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 22:00:00,성주,19.0,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-05 23:00:00,성주,18.6,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 00:00:00,성주,18.2,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 01:00:00,성주,17.8,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 02:00:00,성주,17.6,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 03:00:00,성주,17.2,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 04:00:00,성주,16.9,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 05:00:00,성주,16.6,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 06:00:00,성주,16.3,83.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 07:00:00,성주,16.2,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 08:00:00,성주,16.3,85.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 09:00:00,성주,17.3,73.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 10:00:00,성주,20.9,83.0,572.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 11:00:00,성주,25.5,72.0,394.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 12:00:00,성주,29.1,72.0,396.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 13:00:00,성주,30.0,63.0,390.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 14:00:00,성주,30.7,59.0,381.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 15:00:00,성주,28.9,57.0,379.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 16:00:00,성주,25.4,47.0,400.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 17:00:00,성주,23.4,78.0,471.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 18:00:00,성주,23.0,80.0,1053.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 19:00:00,성주,22.2,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 20:00:00,성주,21.6,80.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 21:00:00,성주,20.5,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 22:00:00,성주,20.0,81.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-06 23:00:00,성주,19.6,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 00:00:00,성주,19.3,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 01:00:00,성주,19.0,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 02:00:00,성주,18.7,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 03:00:00,성주,18.4,82.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 04:00:00,성주,18.1,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 05:00:00,성주,18.0,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 06:00:00,성주,17.9,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 07:00:00,성주,17.7,84.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 08:00:00,성주,17.5,86.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 09:00:00,성주,17.5,89.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 10:00:00,성주,16.5,69.0,,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 11:00:00,성주,16.5,76.0,513.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 12:00:00,성주,24.6,71.0,379.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 13:00:00,성주,28.1,56.0,368.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 14:00:00,성주,23.7,53.0,375.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 15:00:00,성주,23.5,58.0,368.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 16:00:00,성주,22.9,48.0,359.0,바른꿀,,,비닐,단동,19800,,
GBE_KRMLN_002000at,2019-02-07 17:00:00,성주,16.7,68.0,395.0,바른꿀,,,비닐,단동,19800,,
